uf;ibge;municipio;2021;2020;nome_teste;2019;teste
AL;2700409;Atalaia;47540;47365;Atalaia;47185;certo
PR;4102208;Atalaia;3871;3881;Atalaia;3892;certo
AM;1300201;Atalaia do Norte;20868;20398;Atalaia do Norte;19921;certo
SC;4201802;Atalanta;3179;3195;Atalanta;3210;certo
MG;3104700;Ataléia;12496;12678;Ataléia;12868;certo
SP;3504107;Atibaia;145378;144088;Atibaia;142761;certo
ES;3200706;Atílio Vivácqua;12270;12105;Atilio Vivacqua;11936;errado
TO;1702554;Augustinópolis;18870;18643;Augustinópolis;18412;certo
PA;1500909;Augusto Corrêa;46937;46471;Augusto Corrêa;45998;certo
MG;3104809;Augusto de Lima;4833;4851;Augusto de Lima;4869;certo
RS;4301503;Augusto Pestana;6545;6602;Augusto Pestana;6661;certo
RS;4301552;Áurea;3517;3535;Áurea;3554;certo
BA;2902401;Aurelino Leal;11079;11299;Aurelino Leal;11531;certo
SP;3504206;Auriflama;15316;15253;Auriflama;15189;certo
GO;5202601;Aurilândia;3000;3058;Aurilândia;3120;certo
CE;2301703;Aurora;24567;24610;Aurora;24654;certo
SC;4201901;Aurora;5687;5683;Aurora;5679;certo
PA;1500958;Aurora do Pará;32200;31773;Aurora do Pará;31338;certo
TO;1702703;Aurora do Tocantins;3809;3783;Aurora do Tocantins;3757;certo
AM;1300300;Autazes;41005;40290;Autazes;39565;certo
SP;3504305;Avaí;5467;5436;Avaí;5403;certo
SP;3504404;Avanhandava;14063;13859;Avanhandava;13649;certo
SP;3504503;Avaré;91792;91232;Avaré;90655;certo
PA;1501006;Aveiro;16421;16404;Aveiro;16388;certo
PI;2201101;Avelino Lopes;11361;11326;Avelino Lopes;11289;certo
GO;5202809;Avelinópolis;2401;2409;Avelinópolis;2417;certo
MA;2101103;Axixá;12234;12183;Axixá;12130;certo
TO;1702901;Axixá do Tocantins;9817;9787;Axixá do Tocantins;9756;certo
TO;1703008;Babaçulândia;10668;10666;Babaçulândia;10664;certo
MA;2101202;Bacabal;105094;104790;Bacabal;104949;certo
MA;2101251;Bacabeira;17446;17252;Bacabeira;17055;certo
MA;2101301;Bacuri;18726;18654;Bacuri;18582;certo
MA;2101350;Bacurituba;5696;5670;Bacurituba;5644;certo
SP;3504602;Bady Bassitt;18013;17761;Bady Bassitt;17502;certo
MG;3104908;Baependi;19249;19199;Baependi;19148;certo
RS;4301602;Bagé;121518;121335;Bagé;121143;certo
PA;1501105;Bagre;31967;31325;Bagre;30673;certo
PB;2501401;Baía da Traição;9197;9096;Baía da Traição;8993;certo
RN;2401404;Baía Formosa;9373;9322;Baía Formosa;9271;certo
BA;2902500;Baianópolis;13979;13929;Baianópolis;13877;certo
PA;1501204;Baião;49454;48459;Baião;47446;certo
BA;2902609;Baixa Grande;20431;20449;Baixa Grande;20468;certo
PI;2201150;Baixa Grande do Ribeiro;11751;11671;Baixa Grande do Ribeiro;11586;certo
CE;2301802;Baixio;6318;6303;Baixio;6288;certo
ES;3200805;Baixo Guandu;31263;31132;Baixo Guandu;30998;certo
SP;3504701;Balbinos;6127;5934;Balbinos;5735;certo
MG;3105004;Baldim;7780;7803;Baldim;7826;certo
GO;5203104;Baliza;5418;5280;Baliza;5138;certo
SC;4201950;Balneário Arroio do Silva;13782;13430;Balneário Arroio do Silva;13071;certo
SC;4202057;Balneário Barra do Sul;11271;11035;Balneário Barra do Sul;10795;certo
SC;4202008;Balneário Camboriú;149227;145796;Balneário Camboriú;142295;certo
SC;4202073;Balneário Gaivota;11537;11260;Balneário Gaivota;10979;certo
SC;4212809;Balneário Piçarras;24385;23772;Balneário Piçarras;23147;certo
RS;4301636;Balneário Pinhal;14645;14363;Balneário Pinhal;14068;certo
SC;4220000;Balneário Rincão;13129;12946;Balneário Rincão;12760;certo
PR;4102307;Balsa Nova;13238;13092;Balsa Nova;12941;certo
SP;3504800;Bálsamo;9209;9139;Bálsamo;9068;certo
MA;2101400;Balsas;96951;95929;Balsas;94887;certo
MG;3105103;Bambuí;23964;23898;Bambuí;23829;certo
CE;2301851;Banabuiú;18313;18256;Banabuiú;18197;certo
SP;3504909;Bananal;11039;10993;Bananal;10945;certo
PB;2501500;Bananeiras;21220;21269;Bananeiras;21318;certo
MG;3105202;Bandeira;4738;4766;Bandeira;4795;certo
MG;3105301;Bandeira do Sul;5808;5778;Bandeira do Sul;5746;certo
SC;4202081;Bandeirante;2618;2648;Bandeirante;2678;certo
PR;4102406;Bandeirantes;31061;31211;Bandeirantes;31367;certo
MS;5001508;Bandeirantes;7281;7266;Bandeirantes;6788;certo
TO;1703057;Bandeirantes do Tocantins;3631;3592;Bandeirantes do Tocantins;3553;certo
PA;1501253;Bannach;3239;3262;Bannach;3286;certo
BA;2902658;Banzaê;13251;13240;Banzaê;13229;certo
RS;4301651;Barão;6232;6202;Barão;6171;certo
SP;3505005;Barão de Antonina;3525;3498;Barão de Antonina;3469;certo
MG;3105400;Barão de Cocais;33232;32866;Barão de Cocais;32485;certo
RS;4301701;Barão de Cotegipe;6616;6620;Barão de Cotegipe;6623;certo
MA;2101509;Barão de Grajaú;19026;18924;Barão de Grajaú;18820;certo
MT;5101605;Barão de Melgaço;8165;8164;Barão de Melgaço;8564;certo
MG;3105509;Barão de Monte Alto;5311;5354;Barão de Monte Alto;5397;certo
RS;4301750;Barão do Triunfo;7550;7519;Barão do Triunfo;7487;certo
RN;2401453;Baraúna;29112;28747;Baraúna;28374;certo
PB;2501534;Baraúna;5033;4964;Baraúna;4892;certo
MG;3105608;Barbacena;139061;138204;Barbacena;137313;certo
CE;2301901;Barbalha;61662;61228;Barbalha;59732;certo
SP;3505104;Barbosa;7532;7468;Barbosa;7402;certo
PR;4102505;Barbosa Ferraz;11287;11426;Barbosa Ferraz;11568;certo
PA;1501303;Barcarena;129333;127027;Barcarena;124680;certo
RN;2401503;Barcelona;3989;3994;Barcelona;3998;certo
AM;1300409;Barcelos;27772;27638;Barcelos;27502;certo
SP;3505203;Bariri;35844;35558;Bariri;35264;certo
BA;2902708;Barra;54225;53910;Barra;53578;certo
SP;3505302;Barra Bonita;36125;36126;Barra Bonita;36126;certo
SC;4202099;Barra Bonita;1625;1651;Barra Bonita;1677;certo
BA;2902807;Barra da Estiva;20198;20392;Barra da Estiva;20598;certo
PI;2201176;Barra D'Alcântara;3953;3952;Barra D'Alcântara;3951;certo
PE;2601300;Barra de Guabiraba;14632;14510;Barra de Guabiraba;14385;certo
PB;2501609;Barra de Santa Rosa;15607;15497;Barra de Santa Rosa;15384;certo
PB;2501575;Barra de Santana;8338;8349;Barra de Santana;8359;certo
AL;2700508;Barra de Santo Antônio;16201;16068;Barra de Santo Antônio;15932;certo
ES;3200904;Barra de São Francisco;45301;44979;Barra de São Francisco;44650;certo
PB;2501708;Barra de São Miguel;6095;6065;Barra de São Miguel;6036;certo
AL;2700607;Barra de São Miguel;8434;8378;Barra de São Miguel;8322;certo
MT;5101704;Barra do Bugres;35642;35307;Barra do Bugres;34966;certo
SP;3505351;Barra do Chapéu;5794;5760;Barra do Chapéu;5724;certo
BA;2902906;Barra do Choça;30831;31209;Barra do Choça;31603;certo
MA;2101608;Barra do Corda;88895;88492;Barra do Corda;88212;certo
MT;5101803;Barra do Garças;61702;61135;Barra do Garças;61012;certo
RS;4301859;Barra do Guarita;3266;3257;Barra do Guarita;3248;certo
PR;4102703;Barra do Jacaré;2781;2781;Barra do Jacaré;2781;certo
BA;2903003;Barra do Mendes;13128;13833;Barra do Mendes;13865;certo
TO;1703073;Barra do Ouro;4673;4632;Barra do Ouro;4591;certo
RJ;3300308;Barra do Piraí;101139;100764;Barra do Piraí;100374;certo
RS;4301875;Barra do Quaraí;4238;4227;Barra do Quaraí;4215;certo
RS;4301909;Barra do Ribeiro;13618;13556;Barra do Ribeiro;13491;certo
RS;4301925;Barra do Rio Azul;1621;1655;Barra do Rio Azul;1690;certo
BA;2903102;Barra do Rocha;5515;5612;Barra do Rocha;5714;certo
SP;3505401;Barra do Turvo;7606;7632;Barra do Turvo;7659;certo
SE;2800605;Barra dos Coqueiros;31439;30930;Barra dos Coqueiros;30407;certo
RS;4301958;Barra Funda;2563;2551;Barra Funda;2539;certo
MG;3105707;Barra Longa;4905;5015;Barra Longa;5131;certo
RJ;3300407;Barra Mansa;185237;184833;Barra Mansa;184412;certo
SC;4202107;Barra Velha;30539;29860;Barra Velha;29168;certo
PR;4102604;Barracão;10347;10312;Barracão;10275;certo
RS;4301800;Barracão;5237;5256;Barracão;5275;certo
PI;2201200;Barras;47298;47185;Barras;47066;certo
CE;2301950;Barreira;22715;22573;Barreira;22425;certo
BA;2903201;Barreiras;158432;156975;Barreiras;155439;certo
PI;2201309;Barreiras do Piauí;3356;3352;Barreiras do Piauí;3348;certo
AM;1300508;Barreirinha;32919;32483;Barreirinha;32041;certo
MA;2101707;Barreirinhas;63891;63217;Barreirinhas;62528;certo
PE;2601409;Barreiros;42866;42764;Barreiros;42659;certo
SP;3505500;Barretos;123546;122833;Barretos;122098;certo
SP;3505609;Barrinha;33537;33180;Barrinha;32812;certo
CE;2302008;Barro;22834;22758;Barro;22680;certo
BA;2903235;Barro Alto;15171;15054;Barro Alto;14931;certo
GO;5203203;Barro Alto;11643;11408;Barro Alto;11167;certo
PI;2201408;Barro Duro;7022;7027;Barro Duro;7032;certo
BA;2903300;Barro Preto;5312;5448;Barro Preto;5591;certo
BA;2903276;Barrocas;16225;16105;Barrocas;15978;certo
TO;1703107;Barrolândia;5669;5651;Barrolândia;5632;certo
CE;2302057;Barroquinha;15069;15044;Barroquinha;15017;certo
RS;4302006;Barros Cassal;11167;11182;Barros Cassal;11199;certo
MG;3105905;Barroso;20981;20897;Barroso;20810;certo
SP;3505708;Barueri;279704;276982;Barueri;274182;certo
SP;3505807;Bastos;20952;20953;Bastos;20953;certo
MS;5001904;Bataguassu;23620;23325;Bataguassu;23024;certo
PI;2201507;Batalha;26951;26905;Batalha;26857;certo
AL;2700706;Batalha;18440;18338;Batalha;18232;certo
SP;3505906;Batatais;63438;62980;Batatais;62508;certo
MS;5002001;Batayporã;11368;11349;Batayporã;11329;certo
CE;2302107;Baturité;36127;35941;Baturité;35750;certo
SP;3506003;Bauru;381706;379297;Bauru;376818;certo
PB;2501807;Bayeux;97519;97203;Bayeux;96880;certo
SP;3506102;Bebedouro;77612;77555;Bebedouro;77496;certo
CE;2302206;Beberibe;54315;53949;Beberibe;53573;certo
CE;2302305;Bela Cruz;32851;32722;Bela Cruz;32591;certo
MS;5002100;Bela Vista;24842;24735;Bela Vista;24629;certo
PR;4102752;Bela Vista da Caroba;3404;3457;Bela Vista da Caroba;3511;certo
GO;5203302;Bela Vista de Goiás;31004;30492;Bela Vista de Goiás;29975;certo
MG;3106002;Bela Vista de Minas;10269;10262;Bela Vista de Minas;10255;certo
MA;2101772;Bela Vista do Maranhão;11347;11279;Bela Vista do Maranhão;11209;certo
PR;4102802;Bela Vista do Paraíso;15400;15399;Bela Vista do Paraíso;15397;certo
PI;2201556;Bela Vista do Piauí;4044;4030;Bela Vista do Piauí;4015;certo
SC;4202131;Bela Vista do Toldo;6386;6362;Bela Vista do Toldo;6337;certo
MA;2101731;Belágua;7586;7528;Belágua;7469;certo
PA;1501402;Belém;1506420;1499641;Belém;1492745;certo
PB;2501906;Belém;17733;17705;Belém;17676;certo
AL;2700805;Belém;4226;4284;Belém;4344;certo
PE;2601508;Belém de Maria;12169;12122;Belém de Maria;12073;certo
PB;2502003;Belém do Brejo do Cruz;7356;7349;Belém do Brejo do Cruz;7342;certo
PI;2201572;Belém do Piauí;3607;3587;Belém do Piauí;3566;certo
PE;2601607;Belém do São Francisco;20730;20730;Belém do São Francisco;20729;certo
RJ;3300456;Belford Roxo;515239;513118;Belford Roxo;510906;certo
MG;3106101;Belmiro Braga;3422;3425;Belmiro Braga;3429;certo
BA;2903409;Belmonte;23540;23437;Belmonte;23328;certo
SC;4202156;Belmonte;2712;2709;Belmonte;2706;certo
BA;2903508;Belo Campo;17013;17109;Belo Campo;17211;certo
MG;3106200;Belo Horizonte;2530701;2521564;Belo Horizonte;2512070;certo
PE;2601706;Belo Jardim;76930;76687;Belo Jardim;76439;certo
AL;2700904;Belo Monte;6717;6710;Belo Monte;6704;certo
MG;3106309;Belo Oriente;27277;26994;Belo Oriente;26700;certo
MG;3106408;Belo Vale;7723;7719;Belo Vale;7715;certo
PA;1501451;Belterra;17944;17839;Belterra;17732;certo
PI;2201606;Beneditinos;10479;10473;Beneditinos;10467;certo
MA;2101806;Benedito Leite;5643;5638;Benedito Leite;5632;certo
SC;4202206;Benedito Novo;11896;11775;Benedito Novo;11652;certo
PA;1501501;Benevides;64780;63768;Benevides;62737;certo
AM;1300607;Benjamin Constant;44873;43935;Benjamin Constant;42984;certo
RS;4302055;Benjamin Constant do Sul;1924;1958;Benjamin Constant do Sul;1994;certo
SP;3506201;Bento de Abreu;3028;3005;Bento de Abreu;2980;certo
RN;2401602;Bento Fernandes;5552;5525;Bento Fernandes;5497;certo
RS;4302105;Bento Gonçalves;123090;121803;Bento Gonçalves;120454;certo
MA;2101905;Bequimão;21317;21299;Bequimão;21280;certo
MG;3106507;Berilo;11813;11872;Berilo;11932;certo
MG;3106655;Berizal;4792;4764;Berizal;4735;certo
PB;2502052;Bernardino Batista;3571;3536;Bernardino Batista;3501;certo
SP;3506300;Bernardino de Campos;11168;11158;Bernardino de Campos;11148;certo
MA;2101939;Bernardo do Mearim;6102;6073;Bernardo do Mearim;6043;certo
TO;1703206;Bernardo Sayão;4439;4448;Bernardo Sayão;4459;certo
SP;3506359;Bertioga;66154;64723;Bertioga;63249;certo
PI;2201705;Bertolínia;5512;5507;Bertolínia;5501;certo
MG;3106606;Bertópolis;4609;4607;Bertópolis;4604;certo
AM;1300631;Beruri;20503;20093;Beruri;19679;certo
PE;2601805;Betânia;12811;12765;Betânia;12719;certo
PI;2201739;Betânia do Piauí;6214;6210;Betânia do Piauí;6205;certo
MG;3106705;Betim;450024;444784;Betim;439340;certo
PE;2601904;Bezerros;60960;60880;Bezerros;60798;certo
MG;3106804;Bias Fortes;3282;3329;Bias Fortes;3379;certo
MG;3106903;Bicas;14612;14554;Bicas;14494;certo
SC;4202305;Biguaçu;70471;69486;Biguaçu;68481;certo
SP;3506409;Bilac;8197;8117;Bilac;8034;certo
MG;3107000;Biquinhas;2482;2498;Biquinhas;2515;certo
SP;3506508;Birigui;126094;124883;Birigui;123638;certo
SP;3506607;Biritiba Mirim;33265;32936;Biritiba-Mirim;32598;errado
BA;2903607;Biritinga;15989;15984;Biritinga;15979;certo
PR;4102901;Bituruna;16411;16400;Bituruna;16389;certo
SC;4202404;Blumenau;366418;361855;Blumenau;357199;certo
MG;3107109;Boa Esperança;40308;40219;Boa Esperança;40127;certo
ES;3201001;Boa Esperança;15146;15092;Boa Esperança;15037;certo
PR;4103008;Boa Esperança;3991;4047;Boa Esperança;4105;certo
PR;4103024;Boa Esperança do Iguaçu;2437;2470;Boa Esperança do Iguaçu;2503;certo
SP;3506706;Boa Esperança do Sul;15111;15018;Boa Esperança do Sul;14923;certo
PI;2201770;Boa Hora;6848;6815;Boa Hora;6781;certo
BA;2903706;Boa Nova;12039;12329;Boa Nova;12633;certo
PB;2502102;Boa Ventura;5248;5307;Boa Ventura;5366;certo
PR;4103040;Boa Ventura de São Roque;6343;6365;Boa Ventura de São Roque;6387;certo
CE;2302404;Boa Viagem;54680;54577;Boa Viagem;54470;certo
RR;1400100;Boa Vista;436591;419652;Boa Vista;399213;certo
PB;2502151;Boa Vista;7218;7136;Boa Vista;7051;certo
PR;4103057;Boa Vista da Aparecida;7524;7540;Boa Vista da Aparecida;7591;certo
RS;4302154;Boa Vista das Missões;2087;2092;Boa Vista das Missões;2098;certo
RS;4302204;Boa Vista do Buricá;6712;6712;Boa Vista do Buricá;6712;certo
RS;4302220;Boa Vista do Cadeado;2466;2468;Boa Vista do Cadeado;2470;certo
MA;2101970;Boa Vista do Gurupi;8494;8382;Boa Vista do Gurupi;9287;certo
RS;4302238;Boa Vista do Incra;2628;2616;Boa Vista do Incra;2603;certo
AM;1300680;Boa Vista do Ramos;20040;19626;Boa Vista do Ramos;19207;certo
RS;4302253;Boa Vista do Sul;2773;2778;Boa Vista do Sul;2783;certo
BA;2903805;Boa Vista do Tupim;18491;18531;Boa Vista do Tupim;18576;certo
AL;2701001;Boca da Mata;27429;27356;Boca da Mata;27281;certo
AM;1300706;Boca do Acre;34958;34635;Boca do Acre;34308;certo
PI;2201804;Bocaina;4509;4505;Bocaina;4500;certo
SP;3506805;Bocaina;12571;12452;Bocaina;12329;certo
MG;3107208;Bocaina de Minas;5088;5089;Bocaina de Minas;5090;certo
SC;4202438;Bocaina do Sul;3501;3488;Bocaina do Sul;3474;certo
MG;3107307;Bocaiúva;50521;50256;Bocaiúva;49979;certo
PR;4103107;Bocaiúva do Sul;13308;13129;Bocaiúva do Sul;12944;certo
RN;2401651;Bodó;2171;2197;Bodó;2223;certo
PE;2602001;Bodocó;38605;38378;Bodocó;38146;certo
MS;5002159;Bodoquena;7802;7838;Bodoquena;7875;certo
SP;3506904;Bofete;12107;11921;Bofete;11730;certo
SP;3507001;Boituva;63310;62170;Boituva;60997;certo
PE;2602100;Bom Conselho;48975;48767;Bom Conselho;48554;certo
MG;3107406;Bom Despacho;51436;51028;Bom Despacho;50605;certo
MA;2102002;Bom Jardim;42010;41822;Bom Jardim;41630;certo
PE;2602209;Bom Jardim;40038;39983;Bom Jardim;39184;certo
RJ;3300506;Bom Jardim;27779;27616;Bom Jardim;27446;certo
SC;4202503;Bom Jardim da Serra;4801;4772;Bom Jardim da Serra;4743;certo
GO;5203401;Bom Jardim de Goiás;8912;8869;Bom Jardim de Goiás;8841;certo
MG;3107505;Bom Jardim de Minas;6444;6459;Bom Jardim de Minas;6474;certo
PI;2201903;Bom Jesus;25584;25387;Bom Jesus;25179;certo
RN;2401701;Bom Jesus;10323;10267;Bom Jesus;10210;certo
PB;2502201;Bom Jesus;2588;2575;Bom Jesus;2561;certo
SC;4202537;Bom Jesus;3104;3057;Bom Jesus;3010;certo
RS;4302303;Bom Jesus;11270;11309;Bom Jesus;11349;certo
BA;2903904;Bom Jesus da Lapa;70151;69662;Bom Jesus da Lapa;69148;certo
MG;3107604;Bom Jesus da Penha;4270;4244;Bom Jesus da Penha;4217;certo
BA;2903953;Bom Jesus da Serra;9768;9823;Bom Jesus da Serra;9880;certo
MA;2102036;Bom Jesus das Selvas;35095;34567;Bom Jesus das Selvas;34028;certo
GO;5203500;Bom Jesus de Goiás;26069;25648;Bom Jesus de Goiás;25216;certo
MG;3107703;Bom Jesus do Amparo;6182;6133;Bom Jesus do Amparo;6083;certo
MT;5101852;Bom Jesus do Araguaia;6830;6706;Bom Jesus do Araguaia;6580;certo
MG;3107802;Bom Jesus do Galho;14792;14862;Bom Jesus do Galho;14935;certo
RJ;3300605;Bom Jesus do Itabapoana;37306;37203;Bom Jesus do Itabapoana;37096;certo
ES;3201100;Bom Jesus do Norte;9988;9962;Bom Jesus do Norte;9936;certo
SC;4202578;Bom Jesus do Oeste;2136;2139;Bom Jesus do Oeste;2142;certo
PR;4103156;Bom Jesus do Sul;3472;3506;Bom Jesus do Sul;3541;certo
PA;1501576;Bom Jesus do Tocantins;17254;17118;Bom Jesus do Tocantins;16981;certo
TO;1703305;Bom Jesus do Tocantins;5120;5008;Bom Jesus do Tocantins;4894;certo
SP;3507100;Bom Jesus dos Perdões;26506;25985;Bom Jesus dos Perdões;25448;certo
MA;2102077;Bom Lugar;16578;16438;Bom Lugar;16294;certo
RS;4302352;Bom Princípio;14446;14255;Bom Princípio;14055;certo
PI;2201919;Bom Princípio do Piauí;5670;5651;Bom Princípio do Piauí;5630;certo
RS;4302378;Bom Progresso;1858;1899;Bom Progresso;1942;certo
MG;3107901;Bom Repouso;10527;10537;Bom Repouso;10547;certo
SC;4202602;Bom Retiro;10153;10060;Bom Retiro;9966;certo
RS;4302402;Bom Retiro do Sul;12448;12390;Bom Retiro do Sul;12328;certo
PB;2502300;Bom Sucesso;4937;4956;Bom Sucesso;4975;certo
MG;3108008;Bom Sucesso;17612;17607;Bom Sucesso;17603;certo
PR;4103206;Bom Sucesso;7103;7068;Bom Sucesso;7032;certo
SP;3507159;Bom Sucesso de Itararé;4013;3984;Bom Sucesso de Itararé;3954;certo
PR;4103222;Bom Sucesso do Sul;3244;3254;Bom Sucesso do Sul;3264;certo
SC;4202453;Bombinhas;20889;20335;Bombinhas;19769;certo
RR;1400159;Bonfim;12701;12557;Bonfim;12409;certo
MG;3108107;Bonfim;6852;6860;Bonfim;6868;certo
PI;2201929;Bonfim do Piauí;5700;5685;Bonfim do Piauí;5670;certo
GO;5203559;Bonfinópolis;10120;9919;Bonfinópolis;9706;certo
MG;3108206;Bonfinópolis de Minas;5397;5444;Bonfinópolis de Minas;5493;certo
BA;2904001;Boninal;14518;14446;Boninal;14368;certo
PA;1501600;Bonito;16769;16530;Bonito;16286;certo
PE;2602308;Bonito;38101;38117;Bonito;38134;certo
BA;2904050;Bonito;16999;16884;Bonito;16764;certo
MS;5002209;Bonito;22401;22190;Bonito;21976;certo
MG;3108255;Bonito de Minas;11502;11369;Bonito de Minas;11230;certo
PB;2502409;Bonito de Santa Fé;12126;12022;Bonito de Santa Fé;11917;certo
GO;5203575;Bonópolis;4579;4493;Bonópolis;4405;certo
PB;2502508;Boqueirão;17934;17870;Boqueirão;17804;certo
RS;4302451;Boqueirão do Leão;7691;7702;Boqueirão do Leão;7714;certo
PI;2201945;Boqueirão do Piauí;6443;6426;Boqueirão do Piauí;6407;certo
SE;2800670;Boquim;26980;26899;Boquim;26816;certo
BA;2904100;Boquira;21486;21497;Boquira;21508;certo
SP;3507209;Borá;839;838;Borá;837;certo
SP;3507308;Boracéia;4913;4868;Boracéia;4823;certo
AM;1300805;Borba;42328;41748;Borba;41161;certo
PB;2502706;Borborema;5311;5287;Borborema;5263;certo
SP;3507407;Borborema;16278;16164;Borborema;16046;certo
MG;3108305;Borda da Mata;19809;19614;Borda da Mata;19412;certo
SP;3507456;Borebi;2713;2683;Borebi;2653;certo
PR;4103305;Borrazópolis;6290;6439;Borrazópolis;6592;certo
RS;4302501;Bossoroca;6135;6205;Bossoroca;6279;certo
MG;3108404;Botelhos;14927;14949;Botelhos;14971;certo
SP;3507506;Botucatu;149718;148130;Botucatu;146497;certo
MG;3108503;Botumirim;6259;6288;Botumirim;6319;certo
BA;2904209;Botuporã;10050;10129;Botuporã;10211;certo
SC;4202701;Botuverá;5396;5322;Botuverá;5246;certo
RS;4302584;Bozano;2099;2111;Bozano;2123;certo
SC;4202800;Braço do Norte;34294;33876;Braço do Norte;33450;certo
SC;4202859;Braço do Trombudo;3794;3769;Braço do Trombudo;3743;certo
RS;4302600;Braga;3271;3311;Braga;3353;certo
PA;1501709;Bragança;130122;128914;Bragança;127686;certo
SP;3507605;Bragança Paulista;172346;170533;Bragança Paulista;168668;certo
PR;4103354;Braganey;5338;5382;Braganey;5427;certo
AL;2701100;Branquinha;10426;10460;Branquinha;10494;certo
MG;3108701;Brás Pires;4255;4293;Brás Pires;4333;certo
PA;1501725;Brasil Novo;14883;14983;Brasil Novo;15086;certo
MS;5002308;Brasilândia;11835;11853;Brasilândia;11872;certo
MG;3108552;Brasilândia de Minas;16950;16748;Brasilândia de Minas;16538;certo
PR;4103370;Brasilândia do Sul;2521;2585;Brasilândia do Sul;2651;certo
TO;1703602;Brasilândia do Tocantins;2221;2211;Brasilândia do Tocantins;2201;certo
AC;1200104;Brasiléia;27123;26702;Brasiléia;26278;certo
PI;2201960;Brasileira;8364;8347;Brasileira;8329;certo
DF;5300108;Brasília;3094325;3055149;Brasília;3015268;certo
MG;3108602;Brasília de Minas;32460;32405;Brasília de Minas;32347;certo
MT;5101902;Brasnorte;20571;20140;Brasnorte;19695;certo
SP;3507704;Braúna;5795;5741;Braúna;5686;certo
MG;3108800;Braúnas;4737;4769;Braúnas;4801;certo
GO;5203609;Brazabrantes;3812;3746;Brazabrantes;3703;certo
MG;3108909;Brazópolis;14364;14410;Brazópolis;14459;certo
PE;2602407;Brejão;8981;8987;Brejão;8993;certo
ES;3201159;Brejetuba;12450;12427;Brejetuba;12404;certo
